id,fighter_name,weight_pounds,date_of_birth,height_feet,height_inches
3018,Dennis Siver,145,1979-01-13,5,6
3019,Chas Skelly,145,1985-05-11,5,11
3020,Matt Skelton,265,1967-01-23,6,3
3021,Zach Skinner,145,,5,6
3022,Joe Slick,199,1977-10-17,6,0
3023,Patrick Smith,225,1963-08-28,6,2
3024,Kestutis Smirnovas,200,,5,10
3025,Maurice Smith,221,1961-12-13,6,2
3026,Scott Smith,185,1979-05-21,6,0
3027,Eric Smith,,,,
3028,Josh Smith,155,1982-07-02,6,0
3029,Adam Smith,,,,
3030,Dillon Smith,170,,6,0
3031,David Smith,155,,,
3032,Brian Sleeman,185,,5,8
3033,Trevor Smith,185,1981-01-05,6,3
3034,Anthony Smith,205,1988-07-26,6,4
3035,Colton Smith,155,1987-08-14,6,0
3036,Ray Sloan,205,1985-07-14,6,1
3037,Gilbert Smith,185,1981-10-19,5,9
3038,Devonte Smith,155,1993-07-30,5,9
3039,Leslie Smith,135,1982-08-17,5,9
3040,Cole Smith,135,1989-04-05,5,11
3041,Justin Smitley,145,,,
3042,Walter Smith-Cotito,135,,5,8
3043,Nate Smith,125,1995-04-09,5,6
3044,Dmitrii Smoliakov,253,1982-08-05,6,2
3045,Louis Smolka,135,1991-07-16,5,9
3046,Richie Smullen,155,1991-08-17,5,9
3047,Devin Smyth,170,1995-07-21,5,10
3048,Denis Sobolev,216,,6,3
3049,Renato Sobral,205,1975-09-07,6,1
3050,Peter Sobotta,170,1987-01-11,6,0
3051,Rameau Thierry Sokoudjou,205,1984-04-18,5,10
3052,Joe Solecki,155,1993-08-27,5,9
3053,Chris Solomon,155,,5,11
3054,Paul Song,185,,,
3055,Joe Son,236,1970-11-22,5,4
3056,Chael Sonnen,205,1977-04-03,6,1
3057,Song Kenan,170,1990-03-10,6,0
3058,Song Yadong,145,1997-12-02,5,8
3059,Cody Sons,205,,5,9
3060,Jin Soo Son,135,1993-04-01,5,6
3061,Emiliano Sordi,205,1991-02-15,6,2
3062,Punahele Soriano,185,1992-11-22,5,11
3063,Sean Soriano,145,1989-10-06,5,9
3064,Dmitry Sosnovskiy,240,1989-07-06,6,3
3065,Ben Sosoli,265,1989-12-10,6,0
3066,Greg Soto,170,1986-06-03,5,11
3067,George Sotiropoulos,155,1977-07-09,5,10
3068,Alex Soto,135,1984-02-15,5,8
3069,Krzysztof Soszynski,205,1977-08-02,6,1
3070,Mario Soto,145,,6,0
3071,Joe Soto,135,1987-03-22,5,6
3072,Bobby Southworth,205,1969-12-16,6,2
3073,Andre Soukhamthath,135,1988-10-23,5,9
3074,Edimilson Souza,145,1984-10-17,6,0
3075,Chris Spang,170,1987-11-26,6,2
3076,Mario Souza,185,1996-10-20,6,3
3077,Livinha Souza,115,1991-03-11,5,3
3078,Jacare Souza,185,1979-12-07,6,1
3079,Charon Spain,155,1988-03-11,5,9
3080,Andreas Spang,185,1978-11-07,6,1
3081,Ryan Spann,205,1991-08-24,6,5
3082,Tommy Speer,170,1984-08-20,5,10
3083,Patrick Speight,170,,6,1
3084,Ron Sparks,265,,6,5
3085,Sean Spencer,170,1987-06-25,5,10
3086,Felicia Spencer,145,1990-11-29,5,6
3087,Sam Spengler,185,,5,11
3088,Nick Sperling,135,,,
3089,Mario Sperry,205,1966-09-28,6,2
3090,Waachiim Spiritwolf,170,,5,8
3091,Daniel Spitz,245,1990-07-31,6,7
3092,Eric Spicely,185,1986-09-29,6,1
3093,Serghei Spivac,260,1995-01-24,6,3
3094,Daniel Spohn,205,1984-10-12,6,4
3095,Pete Spratt,170,1971-01-09,5,9
3096,Austin Springer,145,1987-05-12,5,8
3097,Georges St-Pierre,185,1981-05-19,5,11
3098,Andreas Stahl,170,1988-05-20,5,11
3099,Ron Stallings,170,1983-01-25,6,2
3100,Bobby Stack,155,,5,9
3101,Cristina Stanciu,115,1994-03-29,5,3
3102,Cody Stamann,145,1989-11-09,5,6
3103,Brian Stann,205,1980-09-24,6,1
3104,Josh Stansbury,205,1984-11-19,6,2
3105,Dion Staring,235,1978-06-09,6,1
3106,Lucas Stark,155,,,
3107,Kalib Starnes,185,1975-01-06,6,3
3108,Clifford Starks,185,1981-04-25,6,0
3109,Damian Stasiak,135,1990-02-20,5,5
3110,Adam Steele,170,,,
3111,Laureano Staropoli,170,1993-02-27,6,1
3112,Ricky Steele,135,1988-05-26,5,9
3113,Dominique Steele,170,1988-01-27,5,10
3114,Ray Steinbeiss,170,1979-09-12,5,11
3115,Eric Steenberg,155,1983-06-22,,
3116,Steve Steinbeiss,185,1981-05-05,6,3
3117,Dmitri Stepanov,217,,6,3
3118,Marc Stevens,155,,5,9
3119,Aljamain Sterling,135,1989-07-31,5,7
3120,Jeremy Stephens,145,1986-05-25,5,9
3121,Joe Stevenson,145,1982-06-15,5,7
3122,Maia Stevenson,115,1982-03-19,5,4
3123,Luke Stewart,170,,5,11
3124,Darren Stewart,185,1990-12-30,6,0
3125,Alex Stiebling,205,,6,2
3126,Kyle Stewart,170,1989-01-31,6,0
3127,Tyler Stinson,170,1986-01-17,6,3
3128,Dan Stittgen,170,1980-11-17,6,1
3129,Lazar Stojadinovic,145,1989-03-22,5,7
3130,Denis Stojnic,245,1980-02-02,6,0
3131,Julija Stoliarenko,135,1993-04-08,5,7
3132,Dustin Stoltzfus,185,1991-11-15,6,0
3133,Niklas Stolze,170,1992-12-28,6,1
3134,Ken Stone,135,1982-10-08,5,8
3135,Ryan Stonitsch,170,1977-02-03,5,9
3136,George Stork,185,,5,10
3137,Darko Stosic,205,1992-02-09,6,0
3138,Rick Story,170,1984-08-28,5,9
3139,Greg Stott,220,,5,7
3140,Curtis Stout,185,1973-11-07,6,1
3141,Tim Stout,185,1979-02-09,5,11
3142,Sam Stout,155,1984-04-23,5,9
3143,Jesse Strader,135,1991-05-29,5,7
3144,Gennaro Strangis,,,,
3145,Gerald Strebendt,155,1979-03-01,5,9
3146,Dave Strasser,170,1969-07-13,5,10
3147,Daniel Straus,145,1984-07-27,5,7
3148,Sean Strickland,185,1991-02-27,6,1
3149,Hans Stringer,205,1987-07-06,6,3
3150,Mark Striegl,135,1988-06-23,5,8
3151,Josh Stuart,160,,5,9
3152,Stefan Struve,265,1988-02-18,6,11
3153,Mike Stumpf,170,1986-08-01,5,10
3154,Kyle Sturgeon,225,,6,3
3155,Masanori Suda,183,,5,9
3156,Tatiana Suarez,115,1990-12-19,5,5
3157,Genki Sudo,155,1978-03-08,5,9
3158,Daisuke Sugie,160,,5,6
3159,Takashi Sugiura,225,1970-05-31,5,11
3160,Justin Sumter,185,1989-11-16,6,2
3161,Magomed Sultanakhmedov,185,,6,2
3162,George Sullivan,170,1981-03-13,6,0
3163,Amar Suloev,183,1976-07-01,5,9
3164,Aji Susilo,155,,5,10
3165,Martin Svensson,155,1985-04-25,6,1
3166,Daniel Swain,145,1991-01-30,5,9
3167,Naho Sugiyuma,105,1978-02-03,5,1
3168,Jason Suttie,210,1973-08-07,6,0
3169,Joel Sutton,205,,5,11
3170,Cub Swanson,145,1983-11-02,5,8
3171,Chad Sutton,185,1982-08-07,6,1
3172,Kevin Syler,155,1993-07-29,5,9
3173,Floyd Sword,185,1976-08-24,6,0
3174,Bentley Syler,125,1982-12-22,5,4
3175,Tony Sylvester,225,1978-01-27,6,1
3176,Mike Swick,170,1979-06-19,6,1
3177,Leo Sylvest,205,1973-09-03,5,11
3178,Tim Sylvia,265,1976-03-05,6,8
3179,Osamu Tachihikari,300,,6,5
3180,Justin Tafa,264,1993-12-13,6,0
3181,Eugenio Tadeu,160,,5,8
3182,Amber Tackett,115,,,
3183,Joe Taimanglo,135,1984-06-27,5,4
3184,Khalid Taha,135,1992-02-15,5,5
3185,Mairbek Taisumov,155,1988-08-08,5,9
3186,Nobuhiko Takada,220,1962-04-12,6,0
3187,Yoshiki Takahashi,199,1969-03-13,5,11
3188,Yoko Takahashi,150,1973-04-20,5,8
3189,Yoshihiro Takayama,280,1968-09-19,6,5
3190,Daiju Takase,170,1978-04-20,6,0
3191,Makoto Takimoto,205,1979-12-08,5,7
3192,Hiroyuki Takaya,139,1977-06-10,5,6
3193,Nordine Taleb,170,1981-06-10,6,1
3194,Oleg Taktarov,210,1967-08-26,6,0
3195,Tsuyoshi Tamakairiki,220,,6,0
3196,Akitoshi Tamura,135,1980-05-31,5,9
3197,Akihito Tanaka,,,,
3198,Jason Tan,170,1981-12-17,5,10
3199,Michinori Tanaka,135,1990-10-04,5,5
3200,Eli Tamez,135,1985-08-22,5,7
3201,Kiyoshi Tamura,185,1969-12-17,5,11
3202,Issei Tamura,135,1984-03-12,5,5
3203,Evan Tanner,185,1971-02-11,6,0
3204,Deividas Taurosevicius,145,1977-08-28,5,9
3205,Jeremy Tavares,135,,,
3206,Gary Tapusoa,185,,5,7
3207,Manny Tapia,135,1981-03-14,5,5
3208,Miesha Tate,135,1986-08-18,5,6
3209,Thiago Tavares,145,1984-11-08,5,7
3210,Paul Taylor,155,1979-12-15,6,0
3211,Brad Tavares,185,1987-12-21,6,1
3212,Anthony Taylor,145,,5,7
3213,Jesse Taylor,170,1983-01-02,6,0
3214,Louis Taylor,185,1979-05-12,5,11
3215,Torrance Taylor,155,,5,7
3216,Danielle Taylor,115,1989-10-25,5,0
3217,Shawn Teed,265,1992-02-13,6,5
3218,J.T Taylor,,,5,10
3219,James Te Huna,185,1981-09-29,6,2
3220,John Teixeira,145,1986-11-18,5,7
3221,Tra Telligman,233,1965-02-07,6,2
3222,Ewerton Teixeira,242,1982-02-13,6,1
3223,Taneisha Tennant,145,1989-06-15,5,7
3224,Glover Teixeira,205,1979-10-28,6,2
3225,Herman Terrado,170,,,
3226,Dave Terrel,170,1978-05-10,5,8
3227,David Terrell,185,1978-01-09,6,1
3228,Jeff Terry,205,,6,2
3229,Daniel Teymur,145,1988-02-03,5,5
3230,David Teymur,155,1989-05-01,5,9
3231,James Terry,170,1981-03-16,5,10
3232,Motonobu Tezuka,135,1987-08-29,5,7
3233,Jason Thacker,185,1975-08-18,5,10
3234,Brandon Thatch,170,1985-07-11,6,2
3235,Elias Theodorou,185,1988-05-31,6,1
3236,Nik Theotikos,185,,,
3237,Din Thomas,155,1976-09-28,5,9
3238,Ryan Thomas,170,1984-11-05,6,0
3239,Joel Thomas ,170,,5,10
3240,Noah Thomas,135,1981-03-27,5,9
3241,Paulo Thiago,170,1981-01-25,5,11
3242,Treston Thomison,145,,5,8
3243,Nick Thompson,170,1981-06-23,6,1
3244,Josh Thomson,155,1978-09-21,5,10
3245,James Thompson,265,1978-12-16,6,5
3246,Oli Thompson,242,1980-01-02,6,1
3247,Josh Thornburg,170,1984-05-24,6,0
3248,Stephen Thompson,170,1983-02-11,6,0
3249,Simeon Thoresen,170,1984-03-14,6,1
3250,Gleison Tibau,155,1983-10-07,5,10
3251,Chris Tickle,155,1982-02-01,5,9
3252,Nolan Ticman,125,1988-05-17,5,6
3253,Ryan Tobar,155,,,
3254,Brett Tillis,145,,,
3255,Andrew Todhunter,185,1987-11-30,6,0
3256,Darren Till,185,1992-12-24,6,0
3257,Dusko Todorovic,185,1994-05-19,6,1
3258,Hideo Tokoro,135,1977-08-22,5,7
3259,Anatoly Tokov,185,1990-02-17,5,10
3260,Tyler Toner,145,1983-03-31,5,8
3261,Kazuki Tokudome,155,1987-03-04,5,11
3262,Masanori Tonooka,185,,5,8
3263,James Toney,220,1968-08-24,5,9
3264,Ilia Topuria,145,1997-01-21,5,7
3265,Carl Toomey,,,,
3266,Anthony Torres,170,1978-07-31,5,8
3267,Ronys Torres,155,1975-08-13,5,7
3268,Miguel Torres,135,1981-01-18,5,9
3269,Haven Torres,125,,,
3270,Abram Torres,170,1982-10-29,5,10
3271,Jose Torres,125,1992-08-02,5,4
3272,Alex Torres,145,1988-05-29,5,10
3273,Tecia Torres,115,1989-08-16,5,1
3274,Desmond Torres,135,1997-01-06,5,6
3275,Salim Touahri,170,1989-09-28,5,10
3276,Roberto Traven,227,1968-09-16,6,3
3277,Minoru Toyonaga,195,,5,11
3278,Alexander Trevino,170,,,
3279,Dequan Townsend,205,1986-05-11,6,3
3280,Bryan Travers,155,1983-04-11,,
3281,Francisco Trevino,155,1981-12-17,5,9
3282,Angelo Trevino,170,1993-06-10,5,11
3283,Damien Trites,165,1979-08-23,5,11
3284,Frank Trigg,170,1972-05-07,5,9
3285,Michael Trizano,155,1991-12-31,5,11
3286,Tor Troeng,185,1983-01-25,6,2
3287,Antonio Trocoli,205,1990-12-06,6,5
3288,Aaron Trujillo,125,,5,5
3289,Francisco Trinaldo,155,1978-08-24,5,9
3290,Reynaldo Trujillo,155,1982-01-01,5,9
3291,Jon Tuck,155,1984-08-28,5,11
3292,Arman Tsarukyan,155,1996-10-11,5,7
3293,Chris Tuchscherer,258,1975-09-08,6,2
3294,Abel Trujillo,155,1983-09-18,5,8
3295,Gavin Tucker,145,1986-06-17,5,6
3296,Tom Tuggle,250,,6,2
3297,Jumabieke Tuerxun,135,1986-04-17,5,7
3298,Blair Tugman,135,,6,0
3299,Tai Tuivasa,264,1993-03-16,6,2
3300,Teila Tuli,430,1969-06-14,6,0
3301,Zubaira Tukhugov,145,1991-01-15,5,8
3302,Albert Tumenov,170,1991-12-26,5,11
3303,Ricky Turcios,135,1993-06-05,5,9
3304,Wellington Turman,185,1996-07-22,6,0
3305,Jalin Turner,155,1995-05-18,6,3
3306,Courtney Turner,170,,6,2
3307,Alberto Uda,185,1984-08-08,6,3
3308,Marcin Tybura,249,1985-11-09,6,3
3309,Austin Tweedy,155,1990-09-25,5,9
3310,Ryuki Ueyama,180,1976-04-17,5,11
3311,Christian Uflacker,170,1985-08-04,5,11
3312,Andy Uhrich,170,,6,0
3313,Carlos Ulberg,205,1990-11-07,6,4
3314,Tagir Ulanbekov,125,1991-08-07,5,7
3315,Zach Underwood,185,,6,2
3316,Gasan Umalatov,170,1982-09-11,5,11
3317,Jeremy Umphries,160,,,
3318,Caol Uno,155,1975-05-08,5,7
3319,Kengo Ura,165,1981-06-20,5,9
3320,Hector Urbina,170,1987-09-17,5,11
3321,Elias Urbina,185,1993-10-09,6,3
3322,Nick Urso,125,1985-09-26,5,6
3323,Yasuhiro Urushitani,125,1976-09-08,5,5
3324,Kamaru Usman,170,1987-05-11,6,0
3325,Darren Uyenoyama,125,1979-10-15,5,6
3326,Charlie Valencia,135,1974-10-31,5,3
3327,Richie Vaculik,125,1983-06-19,5,6
3328,Victor Valenzuela,155,,5,10
3329,Egidijus Valavicius,200,,6,0
3330,Timur Valiev,145,1990-01-19,5,6
3331,Victor Valimaki,205,,6,0
3332,Andrew Valladerez,135,,,
3333,Isaac Vallie-Flagg,155,1978-04-08,5,8
3334,Matt Van Buren,205,1986-06-12,6,5
3335,Mike van Arsdale,205,1965-06-20,6,2
3336,Brianna Van Buren,115,1993-08-04,5,0
3337,Ron van Clief,190,1943-01-25,5,10
3338,Lloyd Van Dams,240,1972-03-05,6,1
3339,Chad Vance,185,,6,0
3340,Jared Vanderaa,260,1992-05-12,6,4
3341,Austin Vanderford,170,1990-03-21,5,11
3342,Lando Vannata,155,1992-03-14,5,9
3343,Paul Varelans,300,,6,8
3344,Paige VanZant,115,1994-03-26,5,4
3345,Kazula Vargas,155,1985-08-15,5,8
3346,Jamie Varner,155,1984-10-12,5,8
3347,Linton Vassell,205,1983-06-03,6,4
3348,Guilherme Vasconcelos,185,1986-03-23,6,0
3349,Yuri Vaulin,197,,6,4
3350,Billy Vaughan,155,1983-12-02,5,6
3351,Javier Vazquez,145,1977-07-16,5,7
3352,Manny Vazquez,125,1993-11-19,5,10
3353,Matt Veach,155,1981-05-31,5,11
3354,Joe Vedepo,185,,6,0
3355,Kelly Velasco,135,1995-05-21,5,9
3356,David Velasquez,145,,5,5
3357,Luigi Vendramini,170,1996-01-16,5,8
3358,Bojan Velickovic,170,1988-12-18,6,0
3359,Cain Velasquez,240,1982-07-28,6,1
3360,Karlos Vemola,185,1985-07-03,6,0
3361,Jerrel Venetiaan,195,1971-03-09,6,1
3362,Scott Ventimiglia,185,1972-11-17,5,11
3363,Kerry Vera,135,,5,7
3364,Brandon Vera,230,1977-10-10,6,3
3365,Joe Veres,155,1977-11-09,5,7
3366,Ernie Verdicia,199,,5,11
3367,Marlon Vera,135,1992-12-02,5,8
3368,Renato Verissimo,170,1973-08-03,6,1
3369,Bryan Vetell,265,1977-07-26,6,3
3370,Marvin Vettori,185,1993-09-20,6,0
3371,Hugo Viana,135,1982-09-26,5,6
3372,Guilherme Viana,205,,6,4
3373,Vitor Vianna,205,,,
3374,Polyana Viana,115,1992-06-14,5,5
3375,James Vick,155,1987-02-23,6,3
3376,Ketlen Vieira,135,1991-08-26,5,8
3377,Milton Vieira,145,1978-10-04,6,0
3378,Reginaldo Vieira,135,1982-11-26,5,7
3379,Steve Vigneault,185,1978-02-14,5,10
3380,Rodolfo Vieira,185,1989-09-25,6,0
3381,DeMarco Villalona,185,,5,9
3382,Alejandro Villalobos,145,1979-10-26,5,7
3383,Ruben Villareal,265,1970-05-01,6,4
3384,Gian Villante,230,1985-08-18,6,3
3385,Ike Villanueva,225,1984-04-04,6,1
3386,Armando Villarreal,135,1989-08-08,5,7
3387,Pablo Villaseca,155,1987-01-26,5,7
3388,Joey Villasenor,185,1975-10-17,6,0
3389,Yuri Villefort,170,1991-03-23,6,0
3390,Danillo Villefort,185,1983-05-08,6,1
3391,Marcos Vinicius,125,1979-12-05,5,9
3392,Brandon Visher,135,1984-05-06,5,6
3393,Falaniko Vitale,185,1974-07-14,5,10
3394,Bobby Voelker,170,1979-04-26,6,0
3395,Alexander Volkanovski,145,1988-09-29,5,6
3396,Jacob Volkmann,155,1980-09-05,5,9
3397,Alexander Volkov,250,1988-10-24,6,7
3398,Jason Von Flue,170,1975-08-01,6,0
3399,Milco Voorn,220,,,
3400,Mark Vorgeas,135,,5,10
3401,James Wade,205,,5,10
3402,Neil Wain,242,,5,10
3403,Igor Vovchanchyn,205,1973-08-06,5,8
3404,Chris Wade,155,1987-09-30,5,10
3405,TJ Waldburger,170,1988-04-25,5,11
3406,Chase Waldon,185,1986-09-19,6,1
3407,Andre Walker,205,,5,11
3408,Herschel Walker,215,1962-03-03,6,1
3409,Donny Walker,135,1980-01-04,5,9
3410,Rodney Wallace,205,1981-11-21,5,9
3411,Ben Wall,155,1989-03-25,5,10
3412,Crafton Wallace,185,1975-11-10,6,0
3413,Johnny Walker,205,1992-03-30,6,6
3414,Jeremy Wallace,,,5,9
3415,James Wallace,155,1992-11-17,5,10
3416,Randall Wallace,185,1989-03-01,5,11
3417,Jim Wallhead,170,1984-03-14,5,10
3418,Cory Walmsley,205,,6,0
3419,Richard Walsh,170,1988-12-01,6,0
3420,Erick Wanderlei,205,,6,1
3421,Patrick Walsh,185,1988-11-28,5,11
3422,Dimitiri Wanderley,205,,,
3423,Andy Wang,155,1977-05-28,5,6
3424,Sai Wang,170,1986-01-14,6,0
3425,Anying Wang,170,1991-04-04,6,0
3426,Curt Warburton,155,,6,0
3427,Brennan Ward,170,1988-06-28,5,10
3428,Charlie Ward,170,1980-12-17,5,11
3429,Terrion Ware,135,1986-03-31,5,8
3430,Joe Warren,135,1976-10-31,5,6
3431,Brian Warren,185,,6,0
3432,Merritt Warren,155,,5,10
3433,Idris Wasi,186,1989-12-11,6,0
3434,Kengo Watanabe,220,1976-01-31,6,4
3435,Andy Waters,170,,6,0
3436,Ron Waterman,280,1965-11-23,6,2
3437,Dominic Waters,170,1989-04-11,6,1
3438,Sam Watford,155,,,
3439,Michelle Waterson,115,1986-01-06,5,3
3440,Blake Watkins,185,,,
3441,Kyle Watson,155,1979-08-09,6,0
3442,Maka Watson,155,1984-09-22,,
3443,Walel Watson,135,1984-07-16,5,11
3444,Tom Watson,185,1982-07-13,6,1
3445,Enrique Watson,185,,,
3446,Brok Weaver,155,1991-12-05,6,0
3447,Stephanie Webber,135,,5,6
3448,Jonavin Webb,170,1989-04-28,5,10
3449,Kazuhisa Watanabe,139,1983-05-18,5,6
3450,Royston Wee,135,1986-11-15,5,7
3451,Daniel Weichel,145,1984-11-22,5,10
3452,Chris Weidman,185,1984-06-17,6,2
3453,Mark Weir,185,1967-09-19,6,2
3454,Christian Wellisch,234,1975-09-13,6,2
3455,Jeremiah Wells,170,1986-10-30,5,9
3456,Mike Wessel,260,1977-12-02,6,0
3457,Dustin West,170,,5,11
3458,Fabricio Werdum,231,1977-07-30,6,4
3459,Sheldon Westcott,170,1984-08-20,6,1
3460,Aaron Wetherspoon,170,,,
3461,Coty Wheeler,135,1978-10-11,5,6
3462,Vernon White,205,1971-12-03,6,0
3463,Steve White,175,,5,11
3464,Alex White,155,1988-10-22,6,0
3465,Mike Whitehead,205,1981-06-29,6,1
3466,Robert Whiteford,145,1983-04-12,5,9
3467,Craig White,170,1990-07-01,6,2
3468,Garett Whiteley,155,1980-12-13,6,0
3469,Mitch Whitesel,185,1981-07-12,5,9
3470,Emily Whitmire,115,1991-05-24,5,5
3471,Robert Whittaker,185,1990-12-20,6,0
3472,Adam Wieczorek,250,1992-02-05,6,5
3473,Jonathan Wiezorek,250,1978-02-10,6,3
3474,Orlando Wiet,170,,5,10
3475,Justin Wilcox,155,1979-03-12,5,6
3476,Aaron Wilkinson,155,1987-01-31,5,10
3477,Joe Wilk,145,1982-04-12,5,9
3478,Mike Wilkinson,145,1987-09-15,5,7
3479,Rob Wilkinson,185,1992-02-22,6,3
3480,James Wilks,170,1978-05-04,6,1
3481,Tedd Williams,275,1969-12-19,6,1
3482,Pete Williams,235,1975-07-10,6,3
3483,Carter Williams,265,,6,1
3484,Patrick Williams,135,1981-09-07,5,8
3485,Tim Williams,185,1986-07-03,6,2
3486,Jordan Williams,185,1990-10-13,6,1
3487,Cole Williams,170,1983-12-15,6,0
3488,Khaos Williams,170,1994-03-30,6,0
3489,Karl Willis,,,,
3490,Justin Willis,264,1987-07-19,6,1
3491,Chris Wilson,170,1977-06-07,6,1
3492,Greg Wilson,155,1988-10-02,,
3493,Jonathan Wilson,205,1987-07-17,6,2
3494,Sean Wilson,145,1982-10-20,5,8
3495,Matt Wiman,155,1983-09-19,5,10
3496,Eddie Wineland,135,1984-06-26,5,7
3497,Rubin Williams,185,1976-04-09,6,1
3498,Deron Winn,185,1989-06-13,5,6
3499,Andre Winner,155,1981-11-09,5,11
3500,Jason Witt,170,1986-11-07,5,10
3501,Eric Wisely,145,1984-07-25,5,8
3502,Keith Wisniewski,170,1981-10-25,6,0
3503,Travis Wiuff,205,1978-03-15,6,3
3504,Ray Wizard,,,,
3505,Brandon Wolff,170,1975-10-18,5,9
3506,Xue Do Won,165,,5,7
3507,Nathaniel Wood,140,1993-05-08,5,6
3508,Salvador Woods,170,1985-02-05,5,11
3509,Tyron Woodley,170,1982-04-07,5,9
3510,Sean Woodson,145,1992-06-07,6,2
3511,Cal Worsham,230,,5,11
3512,Hunter Worsham,185,,,
3513,Khama Worthy,155,1986-10-15,5,11
3514,Eric Wray,170,,6,0
3515,JW Wright,130,1976-01-12,,
3516,Justin Wren,265,1987-04-27,6,2
3517,Chris Wright,,,,
3518,Danyelle Wolf,145,1983-09-08,5,11
3519,Jordan Wright,205,1991-10-07,6,2
3520,Marcin Wrzosek,155,1987-10-14,5,9
3521,Jamie Yager,185,1983-11-29,6,1
3522,Wu Yanan,125,1996-04-18,5,8
3523,Rubens Xavier,220,,6,3
3524,Eddie Yagin,145,1979-03-23,5,7
3525,Rani Yahya,135,1984-09-12,5,6
3526,Alexander Yakovlev,155,1984-07-18,6,3
3527,Kenichi Yamamoto,170,1976-07-11,6,0
3528,Keiichiro Yamamiya,185,1972-07-12,5,11
3529,Atsushi Yamamoto,139,1980-10-02,5,6
3530,Yoshihisa Yamamoto,220,1970-07-04,6,2
3531,Norifumi Yamamoto,135,1977-03-15,5,4
3532,Hiroko Yamanaka,135,1978-10-24,5,11
3533,Goiti Yamauchi,145,1993-01-05,5,10
3534,Yan Xiaonan,115,1989-06-16,5,5
3535,Takeshi Yamazaki,139,,5,8
3536,Petr Yan,135,1993-02-11,5,7
3537,Jianping Yang,145,1988-11-27,5,7
3538,Dongi Yang,185,1984-12-07,5,10
3539,Adam Yandiev,185,1988-08-07,5,9
3540,Hu Yaozong,205,1995-04-07,6,3
3541,Emmanuel Yarborough,770,1960-09-05,6,8
3542,Masutatsu Yano,198,1975-07-11,5,9
3543,Cale Yarbrough,185,1986-12-27,6,1
3544,Tadao Yasuda,310,1963-10-09,6,4
3545,Yoshiaki Yatsu,165,1956-07-19,6,1
3546,Chris Yee,185,,5,9
3547,Hirotaka Yokoi,205,1978-06-08,5,11
3548,Kazunori Yokota,154,1978-04-03,5,8
3549,Ashley Yoder,115,1987-10-20,5,7
3550,John Yoo,135,,,
3551,Sanghoon Yoo,155,1990-01-18,6,0
3552,Dong Sik Yoon,185,1972-08-24,6,0
3553,Yoshiyuki Yoshida,170,1974-05-10,5,11
3554,Adrian Yanez,135,1993-11-29,5,7
3555,Kaitlin Young,135,1985-09-15,5,9
3556,Artenus Young,205,1980-07-16,,
3557,Trenell Young,145,1976-06-19,5,6
3558,Hidehiko Yoshida,225,1969-09-03,5,11
3559,Shane Young,145,1993-07-31,5,8
3560,Shanna Young,135,1991-02-20,5,7
3561,Jason Young,145,1986-06-28,5,9
3562,Besam Yousef,170,1985-03-25,5,11
3563,Han Ten Yun,220,,5,11
3564,Rob Yundt,185,1980-05-05,6,1
3565,Sodiq Yusuff,145,1993-05-19,5,9
3566,Gilbert Yvel,225,1976-06-30,6,2
3567,Joao Zaiden,205,1993-03-16,,
3568,Luke Zachrich,185,1981-12-19,6,2
3569,Aiemann Zahabi,135,1987-11-19,5,8
3570,Anton Zafir,170,1987-05-10,5,11
3571,Elizeu Zaleski dos Santos,170,1986-12-11,5,11
3572,Youssef Zalal,145,1996-09-04,5,10
3573,Roger Zapata,170,1986-05-09,5,11
3574,Zach Zane,145,1989-12-14,5,7
3575,David Zawada,170,1990-08-01,6,0
3576,Marius Zaromskis,170,1980-07-30,5,9
3577,Craig Zellner,205,1976-09-09,6,2
3578,Roman Zentsov,230,1973-09-10,6,1
3579,Zhang Lipeng,155,1990-03-10,5,11
3580,Yao Zhikui,125,1991-02-07,5,5
3581,Zhang Weili,115,1989-08-13,5,4
3582,Zhalgas Zhumagulov,125,1988-08-29,5,4
3583,Fares Ziam,155,1997-03-21,6,1
3584,Mike Zichelle,205,,,
3585,James Zikic,205,1977-03-01,6,2
3586,Errol Zimmerman,185,1986-04-20,6,3
3587,Cat Zingano,145,1982-07-01,5,6
3588,Joao Zeferino,170,1986-01-15,5,11
3589,Igor Zinoviev,199,,6,1
3590,Dave Zitanick,170,1980-03-05,,
3591,Carlos Zevallos,205,,6,0
3592,Zhang Tiequan,155,1978-07-25,5,8
3593,Alex Zuniga,145,,,
3594,George Zuniga,185,,5,9
3595,Allan Zuniga,155,1992-04-04,5,7
3596,Virgil Zwicker,205,1982-06-26,6,2
